"ANO_ZAFRA","LOTE","TCH_ANTERIOR","RENDIMIENTO_BASCULA_ANTERIOR","REGION","TCH","RENDIMIENTO_BASCULA","AREA","TM","VARIEDAD","TAH","DIF","CATEGORIA","FINCA","CONDICION","UP"
"2019/2020","2270105",105.117453505007,112.204342868193,"REGION PRODUC. CENTRAL SUR",107.998916408669,121.308392638336,12.92,1395.346,"CG 02-163",13101.1749562176,2.74118408274067,"Alto, 2 a 10% incremento","MALTA","NO COSECHADO",NA
"2019/2020","2900109",104.574783290688,117.533215066782,"REGION PRODUC. CENTRAL SUR",74.5523769521041,118.007876973218,20.17,1503.72144312394,"SP 791287",8797.7677274249,-28.7090304123608,"Muy baja, >10% reducción","SANTA ELENA TIKAL","NO COSECHADO",NA
"2019/2020","2900110",112.355208995794,118.676079680706,"REGION PRODUC. CENTRAL SUR",98.5380733575171,94.9853819797386,24.81,2444.7296,"SP 791287",9359.67653741127,-12.2977259014262,"Muy baja, >10% reducción","SANTA ELENA TIKAL","NO COSECHADO",NA
"2019/2020","1590302",92.576854406065,132.161857847689,"REGION PRODUC. CENTRAL SUR",80.84470613289,125.830601124744,38.48,3110.90429199361,"PR 67-1355",10172.7379704549,-12.6728741740509,"Muy baja, >10% reducción","OJO DE AGUA G","NO COSECHADO",NA
"2019/2020","1590302",92.576854406065,132.161857847689,"REGION PRODUC. CENTRAL SUR",80.84470613289,125.830601124744,38.48,3110.90429199361,"PR 67-1355",10172.7379704549,-12.6728741740509,"Muy baja, >10% reducción","OJO DE AGUA G","NO COSECHADO",NA
"2019/2020","1590303",37.4333654113629,119.25729816,"REGION PRODUC. CENTRAL SUR",106.348678414097,111.023388715155,27.24,2896.938,"VARIAS",11807.1906629113,184.101301727508,NA,"OJO DE AGUA G","NO COSECHADO",NA
"2019/2020","1590303",37.4333654113629,119.25729816,"REGION PRODUC. CENTRAL SUR",106.348678414097,111.023388715155,27.24,2896.938,"VARIAS",11807.1906629113,184.101301727508,NA,"OJO DE AGUA G","NO COSECHADO",NA
"2019/2020","1590304",37.2378616675477,136.816342175419,"REGION PRODUC. CENTRAL SUR",132.381805929919,113.44786160108,14.84,1964.546,"VARIAS",15018.4327976385,255.503243209285,NA,"OJO DE AGUA G","NO COSECHADO",NA
"2019/2020","1590304",37.2378616675477,136.816342175419,"REGION PRODUC. CENTRAL SUR",132.381805929919,113.44786160108,14.84,1964.546,"VARIAS",15018.4327976385,255.503243209285,NA,"OJO DE AGUA G","NO COSECHADO",NA
"2019/2020","1680101",105.914670893399,119.109340600237,"REGION PRODUC. ORIENTAL CENTRO",104.953821940527,124.717162636236,34.36,3606.2133218765,"CP 722086",13089.5428802512,-0.907191557852629,"Igual, -2 a 2% diferencia","CAMPO LIBRE I I","NO COSECHADO",NA
"2019/2020","1680102",102.566268334206,125.944835791475,"REGION PRODUC. ORIENTAL CENTRO",122.400956937799,127.869879127297,10.45,1279.09,"CP 722086",15651.3955687019,19.338413033574,"Alto, 2 a 10% incremento","CAMPO LIBRE I I","NO COSECHADO",NA
"2019/2020","1690101",100.153658921185,119.066546507278,"REGION PRODUC. ORIENTAL CENTRO",106.919546223545,126.098695636081,31.9,3410.73352453109,"CP 722086",13482.4153167907,6.755506863393,"Alto, 2 a 10% incremento","ANABELLA","NO COSECHADO",NA
"2019/2020","1690102",132.306715079778,119.074098583098,"REGION PRODUC. ORIENTAL CENTRO",120.162015689395,118.578784198291,41.53,4990.32851158059,"CP 722086",14248.6657272644,-9.17920105798094,"Baja, 2 a 10% reducción","ANABELLA","NO COSECHADO",NA
"2019/2020","1690103",115.252829218107,128.035708093038,"REGION PRODUC. ORIENTAL CENTRO",110.977483525719,125.231939460226,40.52,4496.80763246213,"VARIAS",13897.9254983411,-3.7095364351511,"Baja, 2 a 10% reducción","ANABELLA","NO COSECHADO",NA
"2019/2020","1690104",130.696887438836,133.380910088058,"REGION PRODUC. ORIENTAL CENTRO",99.7020974099306,134.721187626834,13.2,1316.06768581108,"CP 892143",13431.9849719521,-23.7150177301741,"Muy baja, >10% reducción","ANABELLA","NO COSECHADO",NA
"2019/2020","1690105",83.4011970853574,126.144822423372,"REGION PRODUC. ORIENTAL CENTRO",109.510031365933,129.222829813908,10,1095.10031365933,"CP 722086",14151.1961461157,31.3051073521816,"Muy alto, >10% incremento","ANABELLA","NO COSECHADO",NA
"2019/2020","2270106",92.7526244952894,118.005431675511,"REGION PRODUC. CENTRAL SUR",96.8144288577154,119.164088987543,14.97,1449.312,"CG 02-163",11536.8032156789,4.37917997957281,"Alto, 2 a 10% incremento","MALTA","NO COSECHADO",NA
"2019/2020","2270107",102.717433751743,122.967333433073,"REGION PRODUC. CENTRAL SUR",119.88955078125,117.949084460953,20.48,2455.338,"CG 02-163",14140.8627510833,16.7178213106547,"Alto, 2 a 10% incremento","MALTA","NO COSECHADO",NA
"2019/2020","2270109",80.0033032308835,119.640040122941,"REGION PRODUC. CENTRAL SUR",100.968842921784,117.175789849932,30.94,3123.976,"CG 02-163",11831.1039195937,26.2058425642697,"Muy alto, >10% incremento","MALTA","NO COSECHADO",NA
"2019/2020","2270110",95.2810625535561,134.476611285945,"REGION PRODUC. CENTRAL SUR",117.579322481302,117.948240599351,22.73,2672.578,"CG 02-163",13868.2742175333,23.4026146750962,"Muy alto, >10% incremento","MALTA","NO COSECHADO",NA
"2019/2020","2270116",81.0198854669067,117.91253582836,"REGION PRODUC. CENTRAL SUR",87.2696899583526,121.376534199926,21.61,1885.898,"CG 02-163",10592.4925078469,7.71391425133365,"Alto, 2 a 10% incremento","MALTA","NO COSECHADO",NA
"2019/2020","2950101",72.3030805045283,122.992001803861,"REGION PRODUC. ORIENTAL CENTRO",80.565866045278,127.755261135476,19.47,1568.61741190156,"CG 00-033",10292.7132552203,11.4279854787544,"Alto, 2 a 10% incremento","COJONAL I","NO COSECHADO",NA
"2019/2020","1690201",114.581453879972,129.150013408813,"REGION PRODUC. ORIENTAL CENTRO",114.028298209909,118.031401997856,12.86,1466.40391497943,"CP 892143",13458.9199051452,-0.482761957831637,"Igual, -2 a 2% diferencia","ANABELLA","NO COSECHADO",NA
"2019/2020","2270118",82.2507785276166,120.842659055873,"REGION PRODUC. CENTRAL SUR",103.493372036768,130.946104857848,20.67,2139.208,"CG 02-163",13552.0539468189,25.8266169505243,"Muy alto, >10% incremento","MALTA","NO COSECHADO",NA
"2019/2020","2270120",90.9932004577766,121.768318148913,"REGION PRODUC. CENTRAL SUR",93.0871393643032,121.693388970483,20.45,1903.632,"CG 02-163",11328.0894588097,2.30120371191722,"Alto, 2 a 10% incremento","MALTA","NO COSECHADO",NA
"2019/2020","2270201",96.7482538309481,118.913456879194,"REGION PRODUC. CENTRAL SUR",105.38315565032,120.280084170207,9.38,988.494,"CG 02-163",12675.4948317425,8.92512420375031,"Alto, 2 a 10% incremento","MALTA","NO COSECHADO",NA
"2019/2020","2270202",116.619005130493,119.494336813187,"REGION PRODUC. CENTRAL SUR",108.868580329328,105.268370972732,44.94,4892.554,"SP 83-2847",11460.4181013823,-6.64593630557258,"Baja, 2 a 10% reducción","MALTA","NO COSECHADO",NA
"2019/2020","2270203",117.136155761829,115.896395197454,"REGION PRODUC. CENTRAL SUR",118.924296911019,109.756723845911,43.38,5158.936,"SP 83-2847",13052.7412146318,1.52654928579472,"Igual, -2 a 2% diferencia","MALTA","NO COSECHADO",NA
"2019/2020","2270204",95.744959503705,127.340179247768,"REGION PRODUC. CENTRAL SUR",116.030411754656,115.087503381672,58.53,6791.26,"SP 716161",13353.6504051908,21.1869662445946,"Muy alto, >10% incremento","MALTA","NO COSECHADO",NA
"2019/2020","2270205",86.6482867270579,135.195081011941,"REGION PRODUC. CENTRAL SUR",119.208997919327,123.534863894042,50.35,6002.1730452381,"RB 84-5210",14726.4673329091,37.578020780532,"Muy alto, >10% incremento","MALTA","NO COSECHADO",NA
"2019/2020","2270206",110.608935361217,118.582980089155,"REGION PRODUC. CENTRAL SUR",100.041492202323,114.871393373663,10.29,1029.4269547619,"CP 722086",11491.9056044613,-9.55387837735116,"Baja, 2 a 10% reducción","MALTA","NO COSECHADO",NA
"2019/2020","2270207",122.06720422951,115.558327137076,"REGION PRODUC. CENTRAL SUR",107.539674593242,111.941718483735,7.99,859.242,"SP 83-2847",12038.1759791491,-11.9012553191222,"Muy baja, >10% reducción","MALTA","NO COSECHADO",NA
"2019/2020","3700105",122.934837657965,124.627885003579,"REGION PRODUC. CENTRAL SUR",105.242509273113,116.828625313763,13.82,1454.45147815442,"RB 732577",12295.3376829487,-14.3916311453364,"Muy baja, >10% reducción","EL RECUERDO","NO COSECHADO",NA
"2019/2020","3700106",104.800430628558,125.882074661745,"REGION PRODUC. CENTRAL SUR",121.483520351085,120.669922032289,10.81,1313.23685499523,"RB 732577",14659.4069289734,15.9189133312403,"Alto, 2 a 10% incremento","EL RECUERDO","NO COSECHADO",NA
"2019/2020","3700107",110.281340491497,131.889408980964,"REGION PRODUC. CENTRAL SUR",119.362929694197,110.658578451528,10.79,1287.92601140038,"RB 732577",13208.5321197695,8.23492819567241,"Alto, 2 a 10% incremento","EL RECUERDO","NO COSECHADO",NA
"2019/2020","3700108",113.805561632928,118.549798171134,"REGION PRODUC. CENTRAL SUR",126.173302695998,118.383525753015,9.5,1198.64637561198,"RB 732577",14936.8404290546,10.8674311568011,"Alto, 2 a 10% incremento","EL RECUERDO","NO COSECHADO",NA
"2019/2020","3710101",194.830438010393,104.112994787563,"REGION PRODUC. CENTRAL SUR",120.562975391499,106.807267260626,17.88,2155.666,"SP 83-2847",12877.001934376,-38.1190246130498,"Muy baja, >10% reducción","EL PARAISO","NO COSECHADO",NA
"2019/2020","3710101",194.830438010393,104.112994787563,"REGION PRODUC. CENTRAL SUR",120.562975391499,106.807267260626,17.88,2155.666,"SP 83-2847",12877.001934376,-38.1190246130498,"Muy baja, >10% reducción","EL PARAISO","NO COSECHADO",NA
"2019/2020","3390101",115.514320434617,119.69277874898,"REGION PRODUC. ORIENTAL CENTRO",99.2151481888035,119.572259373628,27.33,2711.55,"CP 881165",11863.3794330245,-14.1100879825882,"Muy baja, >10% reducción","LA FRONTERA","NO COSECHADO",NA
"2019/2020","3390101",115.514320434617,119.69277874898,"REGION PRODUC. ORIENTAL CENTRO",99.2151481888035,119.572259373628,27.33,2711.55,"CP 881165",11863.3794330245,-14.1100879825882,"Muy baja, >10% reducción","LA FRONTERA","NO COSECHADO",NA
"2019/2020","4100101",83.347139126904,110.403524693651,"REGION PRODUC. ORIENTAL CENTRO",85.8475238760579,119.234718793202,16.5,1416.48414395496,"CP 722086",10236.0053684545,2.9999646962649,"Alto, 2 a 10% incremento","VERSALLES I I","NO COSECHADO",NA
"2019/2020","3730201",149.270125356585,120.479615673972,"REGION PRODUC. CENTRAL SUR",130.69752292689,123.825616350678,18.88,2467.56923285969,"SP 791287",16183.701331929,-12.4422769695729,"Muy baja, >10% reducción","MORENAS FERNANDEZ","NO COSECHADO",NA
"2019/2020","3730201",149.270125356585,120.479615673972,"REGION PRODUC. CENTRAL SUR",130.69752292689,123.825616350678,18.88,2467.56923285969,"SP 791287",16183.701331929,-12.4422769695729,"Muy baja, >10% reducción","MORENAS FERNANDEZ","NO COSECHADO",NA
"2019/2020","3730202",135.296424702059,126.519646369174,"REGION PRODUC. CENTRAL SUR",108.833333333333,118.550824741044,9.48,1031.74,"SP 716161",12902.2814259836,-19.5593427002972,"Muy baja, >10% reducción","MORENAS FERNANDEZ","NO COSECHADO",NA
"2019/2020","3730202",135.296424702059,126.519646369174,"REGION PRODUC. CENTRAL SUR",108.833333333333,118.550824741044,9.48,1031.74,"SP 716161",12902.2814259836,-19.5593427002972,"Muy baja, >10% reducción","MORENAS FERNANDEZ","NO COSECHADO",NA
"2019/2020","4110101",130.456277522132,132.017706389783,"REGION PRODUC. ORIENTAL CENTRO",140.198089779915,112.435205116445,26.46,3709.64145557656,"VARIAS",15763.2009813385,7.4674921305573,"Alto, 2 a 10% incremento","VIRGINIA","NO COSECHADO",NA
"2019/2020","4110102",119.557664643637,131.213017047355,"REGION PRODUC. ORIENTAL CENTRO",128.997902160903,114.745914757001,27.73,3577.11182692185,"CP 731547",14801.9822851869,7.89597015415528,"Alto, 2 a 10% incremento","VIRGINIA","NO COSECHADO",NA
"2019/2020","4110103",129.726291413669,121.774799210945,"REGION PRODUC. ORIENTAL CENTRO",151.812961929052,103.188303778992,20.84,3163.78212660144,"CP 731547",15665.3220331235,17.025593096586,"Alto, 2 a 10% incremento","VIRGINIA","NO COSECHADO",NA
"2019/2020","3730203",126.035259778167,121.350788541054,"REGION PRODUC. CENTRAL SUR",127.239096850862,112.043419836973,16.83,2141.434,"RB 845210",14256.3035481384,0.955158956956534,"Igual, -2 a 2% diferencia","MORENAS FERNANDEZ","NO COSECHADO",NA
"2019/2020","3730203",126.035259778167,121.350788541054,"REGION PRODUC. CENTRAL SUR",127.239096850862,112.043419836973,16.83,2141.434,"RB 845210",14256.3035481384,0.955158956956534,"Igual, -2 a 2% diferencia","MORENAS FERNANDEZ","NO COSECHADO",NA
"2019/2020","3730204",106.003529411765,127.365246911669,"REGION PRODUC. CENTRAL SUR",125.082835820896,125.729910882342,13.4,1676.11,"SP 716161",15726.6538006718,17.9987463766592,"Alto, 2 a 10% incremento","MORENAS FERNANDEZ","NO COSECHADO",NA
"2019/2020","3730204",106.003529411765,127.365246911669,"REGION PRODUC. CENTRAL SUR",125.082835820896,125.729910882342,13.4,1676.11,"SP 716161",15726.6538006718,17.9987463766592,"Alto, 2 a 10% incremento","MORENAS FERNANDEZ","NO COSECHADO",NA
"2019/2020","3730205",127.721734036321,126.165783347856,"REGION PRODUC. CENTRAL SUR",122.12841163311,120.041668651322,17.88,2183.656,"RB 845210",14660.498322174,-4.37930352685377,"Baja, 2 a 10% reducción","MORENAS FERNANDEZ","NO COSECHADO",NA
"2019/2020","3730205",127.721734036321,126.165783347856,"REGION PRODUC. CENTRAL SUR",122.12841163311,120.041668651322,17.88,2183.656,"RB 845210",14660.498322174,-4.37930352685377,"Baja, 2 a 10% reducción","MORENAS FERNANDEZ","NO COSECHADO",NA
"2019/2020","3730301",145.630263157895,118.757993537868,"REGION PRODUC. CENTRAL SUR",108.519264179867,113.28919688026,19.57,2123.722,"SP 716161",12294.0602849739,-25.4830267921656,"Muy baja, >10% reducción","MORENAS FERNANDEZ","NO COSECHADO",NA
"2019/2020","3730302",125.382997275204,123.630772992502,"REGION PRODUC. CENTRAL SUR",124.037946040035,126.898975491081,34.47,4275.588,"CG 00-033",15740.2882744984,-1.07275409297904,"Igual, -2 a 2% diferencia","MORENAS FERNANDEZ","NO COSECHADO",NA
"2019/2020","3730303",143.738131122833,114.219217872255,"REGION PRODUC. CENTRAL SUR",117.543586005831,116.361439454183,13.72,1612.698,"SP 83-2847",13677.540866245,-18.2237969231822,"Muy baja, >10% reducción","MORENAS FERNANDEZ","NO COSECHADO",NA
"2019/2020","3730304",133.193391192543,122.961339754549,"REGION PRODUC. CENTRAL SUR",126.498924731183,120.884028248925,37.2,4705.76,"CP 722086",15291.699590663,-5.02612509631379,"Baja, 2 a 10% reducción","MORENAS FERNANDEZ","NO COSECHADO",NA
"2019/2020","3730306",117.800644641418,117.29713770944,"REGION PRODUC. CENTRAL SUR",122.788164794007,115.915043214113,13.35,1639.222,"PR 67-1355",14232.995428279,4.23386490606324,"Alto, 2 a 10% incremento","MORENAS FERNANDEZ","NO COSECHADO",NA
"2019/2020","3730306",117.800644641418,117.29713770944,"REGION PRODUC. CENTRAL SUR",122.788164794007,115.915043214113,13.35,1639.222,"PR 67-1355",14232.995428279,4.23386490606324,"Alto, 2 a 10% incremento","MORENAS FERNANDEZ","NO COSECHADO",NA
"2019/2020","3730307",113.858747993579,123.619597982638,"REGION PRODUC. CENTRAL SUR",130.897479674797,110.711974031613,24.6,3220.078,"PR 67-1355",14491.9183705597,14.9647980339448,"Alto, 2 a 10% incremento","MORENAS FERNANDEZ","NO COSECHADO",NA
"2019/2020","3730307",113.858747993579,123.619597982638,"REGION PRODUC. CENTRAL SUR",130.897479674797,110.711974031613,24.6,3220.078,"PR 67-1355",14491.9183705597,14.9647980339448,"Alto, 2 a 10% incremento","MORENAS FERNANDEZ","NO COSECHADO",NA
"2019/2020","3100101",118.588009414561,129.264239226785,"REGION PRODUC. ORIENTAL CENTRO",123.47036756045,121.743935693121,32.41,4001.67461263418,"VARIAS",15031.7684882854,4.11707572290985,"Alto, 2 a 10% incremento","SANTA LUISA I I","NO COSECHADO",NA
"2019/2020","3100101",118.588009414561,129.264239226785,"REGION PRODUC. ORIENTAL CENTRO",123.47036756045,121.743935693121,32.41,4001.67461263418,"VARIAS",15031.7684882854,4.11707572290985,"Alto, 2 a 10% incremento","SANTA LUISA I I","NO COSECHADO",NA
"2019/2020","3110101",145.969141471302,112.603205953056,"REGION PRODUC. ORIENTAL CENTRO",134.919506401542,121.101325934835,12.35,1666.25590405904,"CP 722086",16338.9311197002,-7.56984315889273,"Baja, 2 a 10% reducción","FRISIA","NO COSECHADO",NA
"2019/2020","3110101",145.969141471302,112.603205953056,"REGION PRODUC. ORIENTAL CENTRO",144.458221024259,121.101325934835,7.42,1071.88,"CP 722086",17494.0821082253,-1.035095796148,"Igual, -2 a 2% diferencia","FRISIA","NO COSECHADO",NA
"2019/2020","3110101",145.969141471302,112.603205953056,"REGION PRODUC. ORIENTAL CENTRO",134.919506401542,121.101325934835,12.35,1666.25590405904,"CP 722086",16338.9311197002,-7.56984315889273,"Baja, 2 a 10% reducción","FRISIA","NO COSECHADO",NA
"2019/2020","3110101",145.969141471302,112.603205953056,"REGION PRODUC. ORIENTAL CENTRO",144.458221024259,121.101325934835,7.42,1071.88,"CP 722086",17494.0821082253,-1.035095796148,"Igual, -2 a 2% diferencia","FRISIA","NO COSECHADO",NA
"2019/2020","3110102",132.948447666791,110.945707123955,"REGION PRODUC. ORIENTAL CENTRO",123.399509803922,111.180754315023,16.32,2013.88,"SP 716161",13719.6505821041,-7.18243652366781,"Baja, 2 a 10% reducción","FRISIA","NO COSECHADO",NA
"2019/2020","3110102",132.948447666791,110.945707123955,"REGION PRODUC. ORIENTAL CENTRO",123.762443438914,111.180754315023,4.42,547.03,"SP 716161",13760.0018174089,-6.90944827795163,"Baja, 2 a 10% reducción","FRISIA","NO COSECHADO",NA
"2019/2020","3110102",132.948447666791,110.945707123955,"REGION PRODUC. ORIENTAL CENTRO",123.399509803922,111.180754315023,16.32,2013.88,"SP 716161",13719.6505821041,-7.18243652366781,"Baja, 2 a 10% reducción","FRISIA","NO COSECHADO",NA
"2019/2020","3110102",132.948447666791,110.945707123955,"REGION PRODUC. ORIENTAL CENTRO",123.762443438914,111.180754315023,4.42,547.03,"SP 716161",13760.0018174089,-6.90944827795163,"Baja, 2 a 10% reducción","FRISIA","NO COSECHADO",NA
"2019/2020","3110103",110.181021035416,120.055735331737,"REGION PRODUC. ORIENTAL CENTRO",132.313318777293,122.346951731762,36.64,4847.96,"CG 02-163",16188.1312259146,20.0872142351651,"Muy alto, >10% incremento","FRISIA","NO COSECHADO",NA
"2019/2020","3110103",110.181021035416,120.055735331737,"REGION PRODUC. ORIENTAL CENTRO",132.313318777293,122.346951731762,36.64,4847.96,"CG 02-163",16188.1312259146,20.0872142351651,"Muy alto, >10% incremento","FRISIA","NO COSECHADO",NA
"2019/2020","3110106",119.14856532517,108.765502167515,"REGION PRODUC. ORIENTAL CENTRO",117.468030353079,125.122826364474,20.17,2369.3301722216,"VARIAS",14697.9319652451,-1.41045338439845,"Igual, -2 a 2% diferencia","FRISIA","NO COSECHADO",NA
"2019/2020","3110106",119.14856532517,108.765502167515,"REGION PRODUC. ORIENTAL CENTRO",82.1500765696784,125.122826364474,13.06,1072.88,"VARIAS",10278.8497664561,-31.0523997116695,"Muy baja, >10% reducción","FRISIA","NO COSECHADO",NA
"2019/2020","3110106",119.14856532517,108.765502167515,"REGION PRODUC. ORIENTAL CENTRO",117.468030353079,125.122826364474,20.17,2369.3301722216,"VARIAS",14697.9319652451,-1.41045338439845,"Igual, -2 a 2% diferencia","FRISIA","NO COSECHADO",NA
"2019/2020","3110106",119.14856532517,108.765502167515,"REGION PRODUC. ORIENTAL CENTRO",82.1500765696784,125.122826364474,13.06,1072.88,"VARIAS",10278.8497664561,-31.0523997116695,"Muy baja, >10% reducción","FRISIA","NO COSECHADO",NA
"2019/2020","3120101",150.091585358067,105.112477364177,"REGION PRODUC. ORIENTAL CENTRO",131.127811404756,124.100622382324,41.17,5398.53199553381,"CP 881165",16273.0430069622,-12.634801550047,"Muy baja, >10% reducción","SEVILLA","NO COSECHADO",NA
"2019/2020","3120102",109.623890594794,116.213333528084,"REGION PRODUC. ORIENTAL CENTRO",105.678550508139,113.576071657376,30.77,3251.72899913542,"MEX 79-431",12002.55462516,-3.59897834792085,"Baja, 2 a 10% reducción","SEVILLA","NO COSECHADO",NA
"2019/2020","3120103",132.222700707475,117.963398183928,"REGION PRODUC. ORIENTAL CENTRO",110.144457790923,119.051713505204,32.68,3599.52088060736,"MEX 79-431",13112.8864331109,-16.697770351399,"Muy baja, >10% reducción","SEVILLA","NO COSECHADO",NA
"2019/2020","3730403",111.072019297037,124.418908815758,"REGION PRODUC. CENTRAL SUR",123.603386960203,118.700447335952,35.43,4379.268,"SP 791287",14671.7773244149,11.2822002719285,"Alto, 2 a 10% incremento","MORENAS FERNANDEZ","NO COSECHADO",NA
"2019/2020","3730403",111.072019297037,124.418908815758,"REGION PRODUC. CENTRAL SUR",123.603386960203,118.700447335952,35.43,4379.268,"SP 791287",14671.7773244149,11.2822002719285,"Alto, 2 a 10% incremento","MORENAS FERNANDEZ","NO COSECHADO",NA
"2019/2020","3730404",125.011238997969,122.498479272222,"REGION PRODUC. CENTRAL SUR",122.878677900194,117.310495515941,15.43,1896.018,"SP 716161",14414.9585928155,-1.70589549777127,"Igual, -2 a 2% diferencia","MORENAS FERNANDEZ","NO COSECHADO",NA
"2019/2020","3730404",125.011238997969,122.498479272222,"REGION PRODUC. CENTRAL SUR",122.878677900194,117.310495515941,15.43,1896.018,"SP 716161",14414.9585928155,-1.70589549777127,"Igual, -2 a 2% diferencia","MORENAS FERNANDEZ","NO COSECHADO",NA
"2019/2020","3730405",117.278518518519,117.235041931274,"REGION PRODUC. CENTRAL SUR",116.800435019032,119.127911753007,18.39,2147.96,"SP 716161",13914.1919156601,-0.407647969573349,"Igual, -2 a 2% diferencia","MORENAS FERNANDEZ","NO COSECHADO",NA
"2019/2020","3730405",117.278518518519,117.235041931274,"REGION PRODUC. CENTRAL SUR",116.800435019032,119.127911753007,18.39,2147.96,"SP 716161",13914.1919156601,-0.407647969573349,"Igual, -2 a 2% diferencia","MORENAS FERNANDEZ","NO COSECHADO",NA
"2019/2020","3730406",128.254458598726,119.589184202329,"REGION PRODUC. CENTRAL SUR",124.896919233972,113.159921623498,12.01,1500.012,"SP 791287",14133.3255915326,-2.61787340684916,"Baja, 2 a 10% reducción","MORENAS FERNANDEZ","NO COSECHADO",NA
"2019/2020","3730406",128.254458598726,119.589184202329,"REGION PRODUC. CENTRAL SUR",124.896919233972,113.159921623498,12.01,1500.012,"SP 791287",14133.3255915326,-2.61787340684916,"Baja, 2 a 10% reducción","MORENAS FERNANDEZ","NO COSECHADO",NA
"2019/2020","3730407",112.718211276734,115.74628890119,"REGION PRODUC. CENTRAL SUR",104.832863187588,113.767210210841,14.18,1486.53,"CP 722086",11926.5423832666,-6.99562918877965,"Baja, 2 a 10% reducción","MORENAS FERNANDEZ","NO COSECHADO",NA
"2019/2020","3730407",112.718211276734,115.74628890119,"REGION PRODUC. CENTRAL SUR",104.832863187588,113.767210210841,14.18,1486.53,"CP 722086",11926.5423832666,-6.99562918877965,"Baja, 2 a 10% reducción","MORENAS FERNANDEZ","NO COSECHADO",NA
"2019/2020","3730408",128.192045956695,115.857928966296,"REGION PRODUC. CENTRAL SUR",104.104953967558,110.535278078537,22.81,2374.634,"CP 722086",11507.2700361573,-18.789849096623,"Muy baja, >10% reducción","MORENAS FERNANDEZ","NO COSECHADO",NA
"2019/2020","3730408",128.192045956695,115.857928966296,"REGION PRODUC. CENTRAL SUR",104.104953967558,110.535278078537,22.81,2374.634,"CP 722086",11507.2700361573,-18.789849096623,"Muy baja, >10% reducción","MORENAS FERNANDEZ","NO COSECHADO",NA
"2019/2020","3740101",99.8315715447868,127.193379893165,"REGION PRODUC. CENTRAL SUR",98.7149349909535,120.507769369432,27.48,2712.6864135514,"SP 716161",11895.9166192083,-1.11852046056629,"Igual, -2 a 2% diferencia","AGROP. EL CONGO","NO COSECHADO",NA
"2019/2020","3120104",134.050704225352,112.928336606552,"REGION PRODUC. ORIENTAL CENTRO",133.283604464035,124.218594374094,32.52,4334.3828171704,"CP 881165",16556.3019996352,-0.572245976438874,"Igual, -2 a 2% diferencia","SEVILLA","NO COSECHADO",NA
"2019/2020","3120105",131.495140823275,118.768297936311,"REGION PRODUC. ORIENTAL CENTRO",105.740266992897,124.962730791358,32.05,3388.97555712236,"SP 716161",13213.5925180397,-19.5861791311291,"Muy baja, >10% reducción","SEVILLA","NO COSECHADO",NA
"2019/2020","3120203",136.540987124464,116.33591662195,"REGION PRODUC. ORIENTAL CENTRO",119.464249261348,113.413439799337,37.23,4447.654,"MEX 68P23",13548.8514417749,-12.5066752648777,"Muy baja, >10% reducción","SEVILLA","NO COSECHADO",NA
"2019/2020","3120204",123.396705958785,118.664877180125,"REGION PRODUC. ORIENTAL CENTRO",108.986933130892,121.651934028518,32.52,3544.2550654166,"VARIAS",13258.4711992097,-11.6775992648505,"Muy baja, >10% reducción","SEVILLA","NO COSECHADO",NA
"2019/2020","3640101",132.248248838521,128.171124440652,"REGION PRODUC. CENTRAL SUR",129.665780514892,119.80480584621,32.9,4266.00417893993,"SP 791287",15534.5836594839,-1.9527429257554,"Igual, -2 a 2% diferencia","GRANADA","NO COSECHADO",NA
"2019/2020","3640101",132.248248838521,128.171124440652,"REGION PRODUC. CENTRAL SUR",129.665780514892,119.80480584621,32.9,4266.00417893993,"SP 791287",15534.5836594839,-1.9527429257554,"Igual, -2 a 2% diferencia","GRANADA","NO COSECHADO",NA
"2019/2020","3640102",123.630399486903,126.200965223127,"REGION PRODUC. CENTRAL SUR",131.395529245222,118.986055815914,24.9,3271.74867820603,"SP 791287",15634.2357767336,6.28092264568127,"Alto, 2 a 10% incremento","GRANADA","NO COSECHADO",NA
"2019/2020","3640102",123.630399486903,126.200965223127,"REGION PRODUC. CENTRAL SUR",131.395529245222,118.986055815914,24.9,3271.74867820603,"SP 791287",15634.2357767336,6.28092264568127,"Alto, 2 a 10% incremento","GRANADA","NO COSECHADO",NA
"2019/2020","3640103",125.146554081677,124.836788906195,"REGION PRODUC. CENTRAL SUR",138.827317995688,118.715717935665,28.9,4012.10949007539,"SP 716161",16480.984724941,10.9317943385659,"Alto, 2 a 10% incremento","GRANADA","NO COSECHADO",NA
"2019/2020","3640103",125.146554081677,124.836788906195,"REGION PRODUC. CENTRAL SUR",138.827317995688,118.715717935665,28.9,4012.10949007539,"SP 716161",16480.984724941,10.9317943385659,"Alto, 2 a 10% incremento","GRANADA","NO COSECHADO",NA
"2019/2020","3640104",130.751986703118,127.328513766083,"REGION PRODUC. CENTRAL SUR",130.955729017142,113.676522406759,24.5,3208.41536091997,"SP 83-2847",14886.5918639106,0.155823493899341,"Igual, -2 a 2% diferencia","GRANADA","NO COSECHADO",NA
"2019/2020","3640104",130.751986703118,127.328513766083,"REGION PRODUC. CENTRAL SUR",130.955729017142,113.676522406759,24.5,3208.41536091997,"SP 83-2847",14886.5918639106,0.155823493899341,"Igual, -2 a 2% diferencia","GRANADA","NO COSECHADO",NA
